CtNumero,NU_ProcessoLicitacao,CtVigenciaInicio,CtVigenciaTermino2,Tempo,OrNome,Credor,ObNome,CtValorTotal,Textbox7,CtValorTotal1
036//2021,29.204.000113.2021,28/10/2021,02/04/2022,6,EPC - 29.0401,28.859.855/0001-91 - DUPLICOPY SUPRIMENTOS GRÁFICOS - EIRELLI,OUTROS MATERIAIS DE USO ESPECÍFICO,"86.725,90",4.316 CONTRATOS,"7.765.015.650,79"
0364/2021,27.000.002459.2021,27/10/2021,31/12/2022,14,SEDH - 27.0001,06.343.763/0001-11 - FUNDAÇÃO DE APOIO CIENTÍFICO E TECNOLÓGICO DO TOCANTINS - FAPTO,SERVIÇO ESPECIALIZADO,"488.251,16",4.316 CONTRATOS,"7.765.015.650,79"
0517/2021,25.000.1802561.2021,26/10/2021,31/12/2022,14,SES - 25.0001,01.468.855/0001-04 - ARTMED INDUSTRIA E COMERCIO DE MOVEIS E PRODUTOS HOSPITALARES LTDA,EQUIPAMENTOS,"54.854,40",4.316 CONTRATOS,"7.765.015.650,79"
0518/2021,25.000.1802561.2021,26/10/2021,31/12/2022,14,SES - 25.0001,61.100.244/0001-30 - FANEM LTDA,EQUIPAMENTOS,"4.072.460,00",4.316 CONTRATOS,"7.765.015.650,79"
0522/2021,25.000.1802560.2021,26/10/2021,31/12/2022,14,SES - 25.0001,07.626.776/0001-60 - CIRURGICA SAO FELIPE PRODUTOS PARA SAÚDE EIRELI ,EQUIPAMENTOS,"9.075,34",4.316 CONTRATOS,"7.765.015.650,79"
0523/2021,25.000.1802560.2021,26/10/2021,31/12/2022,14,SES - 25.0001,02.563.570/0001-15 - MEDI SAÚDE PRODUTOS MEDICOS HOSPITALARES,EQUIPAMENTOS,"68.310,00",4.316 CONTRATOS,"7.765.015.650,79"
0524/2021,25.000.1802560.2021,26/10/2021,31/12/2022,14,SES - 25.0001,06.019.610/0001-13 - FOKKUS TRADE PRODUTOS E SERVIÇOS HOSPITALARES LTDA,EQUIPAMENTOS,"488.800,00",4.316 CONTRATOS,"7.765.015.650,79"
0525/2021,25.000.1802560.2021,26/10/2021,31/12/2022,14,SES - 25.0001,05.652.247/0001-06 - LUMIAR HEALTH BUILDERS EQUIPAMENTOS HOSPITALARES LTDA,EQUIPAMENTOS,"70.300,00",4.316 CONTRATOS,"7.765.015.650,79"
0528/2021,25.000.1802560.2021,27/10/2021,31/12/2022,14,SES - 25.0001,11.405.384/0001-49 - ALFA MED SISTEMAS MÉDICOS LTDA,EQUIPAMENTOS,"520.300,00",4.316 CONTRATOS,"7.765.015.650,79"
0003/2021,,20/10/2021,19/10/2024,36,SEAD - 19.0001,09.537.092/0001-18 - CORPO DE BOMBEIROS MILITAR DA PARAÍBA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0004/2021,,19/10/2021,31/12/2023,26,SEAFDS - 16.0001,35.796.341/0005-23 - AS-PTA ASSESSORIA E SERVIÇOS A PROJETOS EM AGRICULTURA ALTERNATIVA,SERVIÇO ESPECIALIZADO NA ÁREA SOCIAL,"416.062,50",4.316 CONTRATOS,"7.765.015.650,79"
0011/2021,31.000.100001195.2021,20/10/2021,20/12/2023,26,SEIRH - 31.0001,00.545.355/0001-66 - OTL - OBRAS TÉCNICAS LTDA,ALIENAÇÃO DE BENS,"11.794.012,71",4.316 CONTRATOS,"7.765.015.650,79"
0013/2021,,25/10/2021,16/10/2023,24,CINEP - 21.0101,26.146.067/0001-22 - PBFORT CONSTRUÇÕES EIRELI,OBRAS NA ÁREA TURÍSTICA/SEGURANÇA/TRANSPORTE,"3.039.526,94",4.316 CONTRATOS,"7.765.015.650,79"
0013/2021,19.204.000406.2021,15/10/2021,15/10/2022,12,CODATA - 19.0401,04.095.869/0001-18 - NETMAKE SOLUÇÕES INFORMÁTICA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"50.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0014/2021,28.000.000071.2021,21/10/2021,21/10/2023,24,PCOOPERAR - 28.0001,02.914.690/0001-10 - COPY LINE COMÉRCIO E SERVIÇOS LTDA,LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"108.900,00",4.316 CONTRATOS,"7.765.015.650,79"
0022/2021,,25/10/2021,24/10/2024,36,SEAD - 19.0001,08.907.776/0001-00 - POLÍCIA MILITAR DO ESTADO DA PARAIBA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0028/2021,,18/10/2021,19/10/2023,24,PROCON - 09.0301,128.734.584-02 - AFRA VILAR SANTANA DE ALMEIDA,CESSÃO DE ESTÁGIO CURRICULAR,"18.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0033/2021,21.201.001934.2020,25/10/2021,03/08/2023,22,CINEP - 21.0101,37.653.764/0001-96 - CENTER CONSTRU EMPREENDIMENTOS EIRELI,RECUPERAÇÃO E MANUTENÇÃO DE BENS IMÓVEIS,"155.866,30",4.316 CONTRATOS,"7.765.015.650,79"
0035/2021,29.204.000113.2021,19/10/2021,28/02/2022,4,EPC - 29.0401,33.255.787/0001-91 - IBF INSDUTRIA BRASILEIRA DE FILMES S/A,MATERIAL DE USO ESPECÍFICO,"666.936,00",4.316 CONTRATOS,"7.765.015.650,79"
0037/2021,15.201.000580.2021,22/10/2021,22/04/2022,6,IHGER - 15.0101,40.938.508/0001-50 - MAQ-LAREM MÁQUINAS MÓVEIS E EQUIPAMENTOS,LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"72.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0050/2021,26.000.004408.2020,18/10/2021,15/02/2022,4,SEDS - 26.0001,19.052.073/0001-55 - MULTISERVICE CONSTRUÇÕES E SERVIÇOS EIRELI,SERVIÇO DE CONSTRUÇÃO,"143.374,00",4.316 CONTRATOS,"7.765.015.650,79"
0055/2021,,18/10/2021,18/10/2022,12,SUDEMA - 34.0101,100.836.764-81 - ANTONIO FELIPE GOMES,CESSÃO DE ESTÁGIO CURRICULAR,"8.136,00",4.316 CONTRATOS,"7.765.015.650,79"
0057/2021,,18/10/2021,18/10/2022,12,SUDEMA - 34.0101,109.442.944-99 - SAMUEL MARINHO DE ALBUQUERQUE,CESSÃO DE ESTÁGIO CURRICULAR,"8.136,00",4.316 CONTRATOS,"7.765.015.650,79"
0058/2021,31.201.002922.2021,21/10/2021,13/05/2024,31,DER - 31.0101,69.374.585/0001-06 - AL TEIXEIRA PINHEIRO LTDA,OBRAS DE CONSTRUÇÃO E IMPLANTAÇÃO,"11.643.747,97",4.316 CONTRATOS,"7.765.015.650,79"
0110/2021,30.000.008570.2021,21/10/2021,20/10/2023,24,SEAD - 19.0001,09.189.499/0001-00 - COMPANHIA ESTADUAL DE PROCESSAMENTO DE DADOS DA PARAÍBA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"28.349.080,00",4.316 CONTRATOS,"7.765.015.650,79"
0246/2021,,18/10/2021,18/07/2023,21,CAGEPA - 31.0601,35.185.383/0001-02 - DFF CONSTRUÇÕES E REFORMAS EIRELI-EPP,AMPLIAÇÃO E CONSERVAÇÃO DE IMÓVEIS,"367.594,79",4.316 CONTRATOS,"7.765.015.650,79"
0259/2021,31.206.018209.2021,25/10/2021,24/04/2022,6,CAGEPA - 31.0601,06.347.221/0002-06 - ACCAETANO COMERCIO E CONSTRUÇÕES LTDA,MATERIAL DE USO ESPECÍFICO,"2.327.976,17",4.316 CONTRATOS,"7.765.015.650,79"
0380/2021,19.000.026869.2020,19/10/2021,19/10/2023,24,SEDH - 27.0001,09.384.762/0001-03 - JOSÉ RONYELLY ABRANTES SILVA,FORNECIMENTO DE REFEIÇÕES,"3.383.760,00",4.316 CONTRATOS,"7.765.015.650,79"
0512/2021,25.000.280121512.2021,22/10/2021,20/04/2022,6,SES - 25.0001,34.783.473/0001-24 - LOUREIRO SERVIÇOS DE ENGENHARIA EIRELI,OBRAS,"120.927,48",4.316 CONTRATOS,"7.765.015.650,79"
0005/2021,21.000.000054.2021,13/10/2021,10/01/2022,3,SETDE - 21.0001,18.905.384/0001-57 - OPTIMUS SEGURANÇA PRIVADA LTDA ME,SERVIÇO ESPECIALIZADO NA ÁREA DE SEGURANÇA,"49.353,36",4.316 CONTRATOS,"7.765.015.650,79"
0009/2021,,04/10/2021,03/10/2022,12,CGE - 11.0001 ,120.686.224-67 - ANDREZA DE ARAÚJO OLIVEIRA,BOLSISTA,"13.200,00",4.316 CONTRATOS,"7.765.015.650,79"
0011/2021,19.204.000498.2021,04/10/2021,04/10/2023,24,CODATA - 19.0401,47.866.934/0001-74 - TICKET SERVIÇOS S/A,FORNECIMENTO DE REFEIÇÕES,"6.402.500,00",4.316 CONTRATOS,"7.765.015.650,79"
0016/2021,31.902.052021.2021,06/10/2021,06/07/2023,21,FERH - 43.0001,34.263.449/0001-64 - LARISSA MARIA ABRANTES DE ALMEIDA EIRELI ,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"833.951,63",4.316 CONTRATOS,"7.765.015.650,79"
0025/2021,34.204.422021.2021,08/10/2021,08/10/2023,24,PBGÁS - 34.0401,00.437.311/0001-12 -  PORTENTO  CONSTRUÇÕES  LTDA,LOCAÇÃO DE VEÍCULOS,"257.796,68",4.316 CONTRATOS,"7.765.015.650,79"
0031/2021,25.250.000353.2020,04/10/2021,04/10/2026,60,IASS - 25.5001,19.161.889/0001-17 - WANDERLEY DIAGNÓSTICOS LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE SAÚDE,"40.565,52",4.316 CONTRATOS,"7.765.015.650,79"
0032/2021,25.250.000353.2020,07/10/2021,07/10/2026,60,IASS - 25.5001,32.394.206/0001-30 - CLINICA MED - MEDICINA E DIAGNOSTICO LTDA ,SERVIÇO ESPECIALIZADO NA ÁREA DE SAÚDE,"40.565,52",4.316 CONTRATOS,"7.765.015.650,79"
0036/2021, 19.000.006315.2020,15/10/2021,03/10/2022,12,SEE - 22.0001,17.685.659/0001-21 - R&F DEDETIZAÇÃO AMBIENTAL EIRELI - ME,SERVIÇO DE LIMPEZA E CONSERVAÇÃO,"5.134,48",4.316 CONTRATOS,"7.765.015.650,79"
0037/2021,19.000.006427.2020,15/10/2021,15/10/2022,12,SEE - 22.0001,07.870.719/0001-22 - EXA ENGENHARIA LTDA - EPP,SERVIÇO ESPECIALIZADO,"150.907,20",4.316 CONTRATOS,"7.765.015.650,79"
0039/2021,22.000.008309.2021,13/10/2021,12/10/2022,12,SEE - 22.0001,02.421.421/0001-11 - TIM S/A,SERVIÇOS,"14.965.056,00",4.316 CONTRATOS,"7.765.015.650,79"
0041/2021,15.201.000410.2021,15/10/2021,15/09/2022,11,IHGER - 15.0101,28.099.674/0001-04 - CFR CONSTRUÇÕES E SERVIÇOS EIRELI,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"261.932,30",4.316 CONTRATOS,"7.765.015.650,79"
0041/2021,,05/10/2021,05/10/2023,24,SUDEMA - 34.0101,103.119.534-33 - SANDRIELLY DE SOUZA LIMA,CESSÃO DE ESTÁGIO CURRICULAR,"16.272,00",4.316 CONTRATOS,"7.765.015.650,79"
0045/2021,31.205.002468.2021,04/10/2021,04/10/2023,24,SUDEMA - 34.0101,09.189.499/0001-00 - COMPANHIA DE PROCESSAMENTO DE DADOS DA PARAIBA - CODATA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"286.800,00",4.316 CONTRATOS,"7.765.015.650,79"
0052/2021,31.205.000066.2020,08/10/2021,08/05/2022,7,SUDEMA - 34.0101,22.684.967/0001-72 - ECONSULT ENVIRONMENTAL CONSULTING LTDA,SERVIÇO ESPECIALIZADO,"65.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0056/2021,,10/10/2021,10/10/2022,12,SUDEMA - 34.0101,062.085.344-10 - ELANE RAQUEL DO NASCIMENTO SOARES,CESSÃO DE ESTÁGIO CURRICULAR,"8.136,00",4.316 CONTRATOS,"7.765.015.650,79"
0057/2021,31.201.002926.2021,15/10/2021,08/05/2023,19,DER - 31.0101,05.052.764/0001-44 - CONSTRUTORA GURGEL SOARES LTDA,OBRAS DE CONSTRUÇÃO E IMPLANTAÇÃO,"29.980.715,60",4.316 CONTRATOS,"7.765.015.650,79"
0067/2021,,13/10/2021,13/10/2026,60,SES - 25.0001,08.922.718/0001-47 - PREFEITURA MUNICIPAL DE SÃO MAMEDE,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0101/2021,25.215.000110.2021,06/10/2021,06/10/2023,24,HEETSHL - 25.1501,09.392.052/0001-25 - PRINTPAGE LOCAÇÃO DE EQUIPAMENTOS E SERVIÇOS LTDA,SERVIÇO ESPECIALIZADO,"21.120,00",4.316 CONTRATOS,"7.765.015.650,79"
0355/2021,27.000.001060.2020,07/10/2021,05/10/2023,24,SEDH - 27.0001,20.298.792/0001-30 - MULTI CONSTRUÇÕES EIRELI EPP,OBRAS,"281.133,53",4.316 CONTRATOS,"7.765.015.650,79"
0498/2021,25.000.2503505.2021,05/10/2021,03/04/2022,6,SES - 25.0001,29.521.159/0001-33 - HOSPITAL MILAGRES SERVIÇOS DE SAUDE EIRELI,SERVIÇO MÉDICO,"179.400,00",4.316 CONTRATOS,"7.765.015.650,79"
0003/2021,19.901.000063.2021,29/09/2021,28/09/2023,24,FDRH - 49.0001,09.189.499/0001-00 - COMPANHIA DE PROCESSAMENTO DE DADOS DA PARAIBA (CODATA),SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"85.920,00",4.316 CONTRATOS,"7.765.015.650,79"
0005/2021,19.000.000565.2021,29/09/2021,28/09/2023,24,FDRH - 49.0001,02.030.078/0001-84 - BPF CARTÕES LTDA,FORNECIMENTO DE REFEIÇÕES,"359.195,76",4.316 CONTRATOS,"7.765.015.650,79"
0014/2021,20.000.094717.2021,01/10/2021,30/09/2024,35,SEFAZ - 20.0001,60.701.190/0001-04 - ITAÚ UNIBANCO S/A,SERVIÇO ESPECIALIZADO,"3.314.880,00",4.316 CONTRATOS,"7.765.015.650,79"
0014/2021,23.901.000125.2020,23/09/2021,23/09/2023,24,FUNESBOM - 57.0001 ,61.074.175/0001-38 - MAPFRE SEGUROS GERAIS S.A,SERVIÇO DE SEGURO,"76.704,18",4.316 CONTRATOS,"7.765.015.650,79"
0020/2021,,01/10/2021,30/09/2026,59,SEAD - 19.0001,08.907.776/0001-00 - POLÍCIA MILITAR DO ESTADO DA PARÁÍBA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0023/2021,15.000.000508.2021,27/09/2021,27/11/2022,14,PM/PB - 15.0001,29.287.959/0001-31 - PSP PROTENSÃO E SERVIÇO DE ENGENHARIA ESTRUTURAL LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"426.039,84",4.316 CONTRATOS,"7.765.015.650,79"
0040/2021,19.000.001719.2020,01/10/2021,01/10/2022,12,SEDS - 26.0001,13.497.079/0001-50 - ALLSEC SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"58.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0043/2021,,01/10/2021,30/09/2023,23,SUDEMA - 34.0101,062.048.514-03 - DANIELLY ABRANTES DE SOUSA,CESSÃO DE ESTÁGIO CURRICULAR,"16.272,00",4.316 CONTRATOS,"7.765.015.650,79"
0044/2021,,01/10/2021,01/10/2023,24,SUDEMA - 34.0101,084.731.434-00 - CAIO CEZAR DE QUEIROZ LIRA,CESSÃO DE ESTÁGIO CURRICULAR,"16.272,00",4.316 CONTRATOS,"7.765.015.650,79"
0046/2021,,01/10/2021,01/10/2022,12,SUDEMA - 34.0101,460.499.378-50 - LUANA MELO MARQUES DE SOUSA,CESSÃO DE ESTÁGIO CURRICULAR,"8.136,00",4.316 CONTRATOS,"7.765.015.650,79"
0047/2021,,01/10/2021,30/09/2023,23,SUDEMA - 34.0101,112.104.524-30 - ANA CAROLINA VASCONCELOS BARRETO,CESSÃO DE ESTÁGIO CURRICULAR,"16.272,00",4.316 CONTRATOS,"7.765.015.650,79"
0049/2021,26.000.007447.2020,01/10/2021,01/07/2022,9,SEDS - 26.0001,04.656.212/0001-82 - NÚCLEO DESENVOLVIMENTO SOCIAL – NDS,SERVIÇO ESPECIALIZADO NA ÁREA ADMINISTRATIVA,"25.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0049/2021,31.201.003874/2021,29/09/2021,21/05/2023,20,DER - 31.0101,03.006.548/0001-37 - COSAMPA PROJETOS E CONTRUÇÕES LTDA,RECUPERAÇÃO E MANUTENÇÃO DE RODOVIA,"28.463.242,14",4.316 CONTRATOS,"7.765.015.650,79"
0055/2021,31.201.004192.2021,28/09/2021,26/01/2022,4,DER - 31.0101,08.696.148/0001-14 - PROJETO CONSULTORIA DE ENGENHARIA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"164.065,73",4.316 CONTRATOS,"7.765.015.650,79"
0073/2021,31.202.000052.2021,29/09/2021,27/01/2022,4,SUPLAN - 31.0201,40.179.016/0001-28 - EASY ELÉTRICA ENGENHARIA ,OBRAS,"36.097,45",4.316 CONTRATOS,"7.765.015.650,79"
0093/2021,19.000.029881.2020,27/09/2021,27/09/2022,12,SEAD - 19.0001,12.845.031/0001-22 - MARIA TEREZA PEREIRA CARVALHO,FORNECIMENTO E MANUTENÇÃO DE ÁGUA,"11.394,00",4.316 CONTRATOS,"7.765.015.650,79"
0102/2021,25.215.000110.2021,28/09/2021,28/09/2022,12,HEETSHL - 25.1501,02.199.904/0001-13 - TELASAT LOCADORA DE  TELOES LTDA,SERVIÇOS,"7.788,00",4.316 CONTRATOS,"7.765.015.650,79"
0245/2021,31.206.011432.2021,04/10/2021,04/07/2022,9,CAGEPA - 31.0601,20.174.368/0001-83 - 18 GIGAS COMÉRCIO DE EQUIPAMENTOS - EIRELI,EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA,"254.445,00",4.316 CONTRATOS,"7.765.015.650,79"
0474/2021,25.000.1204636.2021,24/09/2021,23/03/2022,6,SES - 25.0001,27.343.319/0001-76 - B3M CONSTRUTORA EIRELLI - ME ,SERVIÇOS,"253.905,18",4.316 CONTRATOS,"7.765.015.650,79"
0491/2021,25.000.1405579.2021,30/09/2021,30/03/2022,6,SES - 25.0001,27.284.516/0001-61 - MAXIFROTA SERVIÇOS DE MANUTENÇÃO DE FROTA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"800.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0009/2021,19.204.000529.2021,22/09/2021,22/09/2022,12,CODATA - 19.0401,13.617.051/0001-09 - COMPLEMENTO CONSULTORIA E TECNOLOGIA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"175.670,00",4.316 CONTRATOS,"7.765.015.650,79"
0013/2021,31.902.542021.2021,13/09/2021,13/09/2023,24,FERH - 43.0001,057.496.444-48 - ESTHER MARIA BARROS DE ALBUQUERQUE,SERVIÇO ESPECIALIZADO,"22.800,00",4.316 CONTRATOS,"7.765.015.650,79"
0018/2021,,13/09/2021,12/09/2024,36,SEAD - 19.0001,08.921.876/0001-82 - PREFEITURA MUNICIPAL DE RIACHO DOS CAVALOS ,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0019/2021,,14/09/2021,13/09/2026,60,SEAD - 19.0001,08.924.581/0001-60 - PREFEITURA MUNICIPAL DE BAYEUX,CESSÃO E CONCESSÃO,,4.316 CONTRATOS,"7.765.015.650,79"
0022/2021,15.000.000022.2021,21/09/2021,21/09/2024,36,PM/PB - 15.0001,05.757.597/0002-18 - TECHBIZ FORENSE DIGITAL LTDA,SERVIÇO ESPECIALIZADO,"255.404,49",4.316 CONTRATOS,"7.765.015.650,79"
0022/2021,25.901.000044.2021,16/09/2021,16/09/2023,24,SES CDC 25.3401,07.797.967/0001-95 - NP TECNOLOGIA E GESTÃO DE DADOS LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"9.875,00",4.316 CONTRATOS,"7.765.015.650,79"
0027/2021,,20/09/2021,20/09/2022,12,PROCON - 09.0301,072.894.754-45 - CAROLINE ALENCAR MARIZ DE OLIVEIRA,CESSÃO DE ESTÁGIO CURRICULAR,"9.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0030/2021,25.250.000353.2020,14/09/2021,14/09/2026,60,IASS - 25.5001,41.152.356/0001-28 - LACRIL LABORATORIO DE ANALISES CLINICAS DRA MARTA REGINA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE SAÚDE,"99.763,32",4.316 CONTRATOS,"7.765.015.650,79"
0037/2021,,20/09/2021,20/09/2023,24,SUDEMA - 34.0101,709.187.194-45 - MIGUEL SOUZA ARAUJO,CESSÃO DE ESTÁGIO CURRICULAR,"16.272,00",4.316 CONTRATOS,"7.765.015.650,79"
0038/2021,26.000.011892.2020,22/09/2021,20/01/2022,4,SEDS - 26.0001,12.671.814/0001-37 - COMIPA ENGENHARIA E INCORPORAÇÕES LTDA,OBRAS DE AMPLIAÇÃO E CONSERVAÇÃO,"105.791,04",4.316 CONTRATOS,"7.765.015.650,79"
0042/2021,,22/09/2021,22/09/2022,12,SUDEMA - 34.0101,700.064.794-99 - TACIANA DE SOUSA TIMOTEO,CESSÃO DE ESTÁGIO CURRICULAR,"8.136,00",4.316 CONTRATOS,"7.765.015.650,79"
0047/2021,31.201.002931.2021,15/09/2021,02/04/2024,31,DER - 31.0101,05.052.764/0001-44 - CONSTRUTORA GURGEL SOARES LTDA.,OBRAS DE CONSTRUÇÃO E IMPLANTAÇÃO,"22.336.210,85",4.316 CONTRATOS,"7.765.015.650,79"
0052/2021,31.201.004019.2021,21/09/2021,19/01/2022,4,DER - 31.0101,33.506.391/0001-70 - AS CONSTRUÇÕES - EIRELI,OBRAS DE CONSTRUÇÃO E IMPLANTAÇÃO,"364.932,55",4.316 CONTRATOS,"7.765.015.650,79"
0102/2021,30.000.085606.2021,14/09/2021,13/09/2022,12,SEAD - 19.0001,003.541.714-53 - ROBERTO TEIXEIRA DE CARVALHO,LOCAÇÃO DE BENS IMÓVEIS,"80.400,00",4.316 CONTRATOS,"7.765.015.650,79"
0229/2021,31.206.003426.2021,16/09/2021,16/09/2022,12,CAGEPA - 31.0601,06.241.040/0001-01 - ATIVA SOLUÇÕES TECNOLOGICAS INDUSTRIA E COMERCIO S.A.,MATERIAL DE USO ESPECÍFICO,"517.904,75",4.316 CONTRATOS,"7.765.015.650,79"
0231/2021,,22/09/2021,22/09/2023,24,CAGEPA - 31.0601,12.754.237/0001-47 - ABTEC ENGENHARIA LTDA-EPP,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"1.928.780,00",4.316 CONTRATOS,"7.765.015.650,79"
0233/2021,31.206.013983.2021,15/09/2021,15/03/2022,6,CAGEPA - 31.0601,"09.267.923/0001-89 - SANCCOL SANEAMENTO, CONSTRUÇÕES E COMÉRCIO LTDA",SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"10.982.968,25",4.316 CONTRATOS,"7.765.015.650,79"
0310/2021,19.000.003332.2020,17/09/2021,17/05/2023,20,SEDH - 27.0001,27.595.780/0001-16 - CS BRASIL FROTAS LTDA,LOCAÇÃO DE VEÍCULOS,"470.026,88",4.316 CONTRATOS,"7.765.015.650,79"
0457/2021,25.000.1604521.2021,14/09/2021,14/03/2022,6,SES - 25.0001,56.998.982/0031-22 - BRISTOL MYERS SQUIBB FARMACEUTICA LTDA,MEDICAMENTOS,"844.438,00",4.316 CONTRATOS,"7.765.015.650,79"
0469/2021,25.000.1105586.2021,20/09/2021,19/03/2022,6,SES - 25.0001,29.521.159/0001-33 - HOSPITAL MILAGRES SERVIÇOS DE SAÚDE EIRELI,OUTROS SERVIÇOS DE SAÚDE,"127.500,00",4.316 CONTRATOS,"7.765.015.650,79"
0003/2021,25.510.26732021.2021,01/09/2021,29/05/2024,32,FPGS 25.5101,07.797.967/0001-95 - NP TECNOLOGIA E  GESTÃO DE DADOS LTDA,OUTROS SERVIÇOS ESPECIALIZADOS,"64.200,00",4.316 CONTRATOS,"7.765.015.650,79"
0005/2021,31.207.000007.2021,06/09/2021,06/09/2022,12,FAPESQ - 35.1001,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇÃO,SERVIÇO ESPECIALIZADO,"55.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0005/2021,19.000.010734.2019,02/09/2021,30/03/2022,6,ARPB - 09.0201,02.213.325/0002-69 - PLUGNET COMÉRCIO E REPRESENTAÇÕES LTDA,MÁQUINAS E EQUIPAMENTOS,"46.690,00",4.316 CONTRATOS,"7.765.015.650,79"
0005/2021,29.000.000007.2021,01/09/2021,01/09/2023,24,SECOM - 29.0001,09.189.499/0001-00 - COMPANHIA DE PROCESSAMENTO DE DADOS DA PARAÍBA-CODATA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"124.800,00",4.316 CONTRATOS,"7.765.015.650,79"
0012/2021,,06/09/2021,06/09/2024,36,PCOOPERAR - 28.0001,25.189.866/0001-13 - GUEDES CONSULTORIA E EMPREENDIMENTOS LTDA - MI,SERVIÇO ESPECIALIZADO,"249.260,00",4.316 CONTRATOS,"7.765.015.650,79"
0013/2021,38.000.007052.2021,01/09/2021,28/02/2022,5,PC - 38.0001,40.938.508/0001-50 - MAQ-LAREN MOVEIS E EQUIPAMENTOS LTDA,LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"474.480,00",4.316 CONTRATOS,"7.765.015.650,79"
0017/2021,,10/09/2021,09/09/2026,60,SEAD - 19.0001,08.778.326/0001-56 - PREFEITURA MUNICIPAL DE JOÃO PESSOA-PB,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.316 CONTRATOS,"7.765.015.650,79"
0026/2021,,01/09/2021,01/09/2022,12,PROCON - 09.0301,072.641.074-85 - MARIA CLARA CARVALHO GUIMARÃES,CESSÃO DE ESTÁGIO CURRICULAR,"6.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0043/2021,25.206.000201.2021,02/09/2021,02/09/2022,12,CPAM - 25.0601,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇÃO S/A,ASSINATURA DE JORNAIS E REVISTAS,"24.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0045/2021,31.201.004280.2021,08/09/2021,26/12/2023,27,DER - 31.0101,14.666.009/0001-40 - SIGA CONSTRUTORA EIRELI,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"6.164.991,16",4.316 CONTRATOS,"7.765.015.650,79"
0053/2021,26.201.005658.2021,06/09/2021,05/03/2022,6,DETRAN - 26.0101,40.964.157/0001-51 - JOÃO SIMÕES DO CARMO ME,SERVIÇOS,"107.140,00",4.316 CONTRATOS,"7.765.015.650,79"
0069/2021,22.201.000406.2021,13/09/2021,15/09/2022,12,FUNESC - 33.0101,18.905.384/0001-57 - OPTIMUS SEGURANÇA PRIVADA EIRELI,SERVIÇO ESPECIALIZADO NA ÁREA DE SEGURANÇA,"1.422.332,28",4.316 CONTRATOS,"7.765.015.650,79"
